External_ID,Molecule SMILES,First Sample Reg. Date,SAU Gyr IC50 (µM),SAU Gyr Ki (µM),Sau516 MIC (µg/ml),Sau516  MIC (µM),Mean Human Prot binding (% free),Mean LogD,Determination of pKa HA1,Determination of pKa HA2,Determination of pKa B1,Determination of pKa B2,Sirius pKa
AZ1675,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)c4nccn4COC)Cl)Cl,5/11/2006,<0.00977,<0.00138,<0.063,<0.1066,7.083,>2.45,,,,,
AZ1676,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)OC)c4[nH]ccn4)Cl)Cl,5/11/2006,0.0134,0.0677,1,1.948,,,,,,,
AZ1677,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)c4[nH]ccn4)Cl)Cl,5/11/2006,<0.00977,<0.0016,0.63,1.353,0.8,>2.5,2.37,10.84,7.08,,
AZ1678,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2n3ccnc3)c4ncc(s4)C(=O)OC)Cl)Cl,5/19/2006,0.0909,0.0375,8,16.55,1.4,>3,,,,,
AZ1679,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2n3ccnc3)c4ncc(s4)C(=O)O)Cl)Cl,5/19/2006,<0.0146,0.00839,>64,>136.4,7.267,-0.6633,,,,,
AZ1680,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2F)c3nc(c(s3)C(=O)OC)c4nccn4COC)Cl)Cl,5/23/2006,0.0292,0.0158,2,3.667,,,,,,,
AZ1681,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2F)c3nc(c(s3)C(=O)O)c4nccn4COC)Cl)Cl,5/23/2006,<0.00977,<0.00207,<0.143,<0.2327,2.886,1.745,,,,,
AZ1682,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2F)c3nc(c(s3)C(=O)OC)c4[nH]ccn4)Cl)Cl,5/23/2006,0.0297,0.0258,0.5,0.9973,,,,,,,
AZ1683,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2F)c3nc(c(s3)C(=O)O)c4[nH]ccn4)Cl)Cl,5/23/2006,<0.00977,<0.00165,1,1.913,NV,>2.665,,,,,
AZ1684,Cc1c(c(c([nH]1)C(=O)NC2CCN(CC23OCCCO3)c4ncc(s4)C(=O)OC)Cl)Cl,5/26/2006,0.0791,,4,8.174,,,,,,,
AZ1685,CCOC(=O)c1c(nc(s1)N2CCC(C3(C2)OCCCO3)NC(=O)c4c(c(c([nH]4)C)Cl)Cl)C(=O)NCCOC,5/26/2006,0.0185,0.0218,2,3.309,,,,,,,
AZ1686,Cc1c(c(c([nH]1)C(=O)NC2CCN(CC23OCCCO3)c4nc(c(s4)C(=O)OC(C)C)C(=O)NC)Cl)Cl,5/26/2006,0.0736,,8,13.93,,,,,,,
AZ1687,Cc1c(c(c([nH]1)C(=O)NC2CCN(CC23OCCCO3)c4nc(c(s4)C(=O)OC)C(=O)C)Cl)Cl,5/26/2006,0.0522,,4,7.527,,,,,,,
AZ1688,Cc1c(c(c([nH]1)C(=O)NC2CCN(CC23OCCCO3)c4ncc(s4)C(=O)O)Cl)Cl,5/26/2006,<0.00977,<0.00186,2,4.207,3,0.4,,,,,
AZ1689,Cc1c(c(c([nH]1)C(=O)NC2CCN(CC23OCCCO3)c4nc(c(s4)C(=O)O)C(=O)NCCOC)Cl)Cl,5/26/2006,<0.00977,0.00105,0.25,0.4337,1.4,1.23,,,,,
AZ1690,Cc1c(c(c([nH]1)C(=O)NC2CCN(CC23OCCCO3)c4nc(c(s4)C(=O)O)C(=O)NC)Cl)Cl,5/26/2006,<0.00977,0.000976,0.25,0.4696,0.7,1.45,,,,,
AZ1691,Cc1c(c(c([nH]1)C(=O)NC2CCN(CC23OCCCO3)c4nc(c(s4)C(=O)O)C(=O)C)Cl)Cl,5/26/2006,<0.00977,0.00278,0.25,0.4832,1,0.38,,,,,
AZ1692,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2n3ccnn3)c4nc(c(s4)C(=O)O)C(=O)NCCOC)Cl)Cl,5/30/2006,<0.00977,<0.00212,4,7,5.6,0.04,,,,,
AZ1693,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2n3ccnn3)c4nc(c(s4)C(=O)O)C(=O)NC(COC)COC)Cl)Cl,5/30/2006,<0.00977,0.00175,8,13,7.4,-0.01,,,,,
AZ1694,CCOC(=O)c1cccc2c1sc(n2)N3CC[C@H]([C@H](C3)n4ccnc4)NC(=O)c5c(c(c([nH]5)C)Cl)Cl,6/2/2006,0.0534,,16,29.23,,,,,,,
AZ1695,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)OC)c4nccn4C)Cl)Cl,6/5/2006,0.0107,0.00735,1,1.896,,,,,,,
AZ1696,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)c4nccn4C)Cl)Cl,6/5/2006,<0.00977,0.00158,<0.063,<0.1227,1.1,>3,2.66,11.97,8.04,,
AZ1697,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2n3ccnc3)c4nc5cccc(c5s4)C(=O)O)Cl)Cl,6/6/2006,<0.00977,<0.000681,8,15.4,NV,0.95,,,,,
AZ1698,CCOC(=O)c1c(nc(s1)N2CCC(/C(=N/OC)/C2)NC(=O)c3c(c(c([nH]3)C)Cl)Cl)C(=O)NCCOC,6/19/2006,0.0369,0.025,,,,,,,,,
AZ1699,Cc1c(c(c([nH]1)C(=O)NC\2CCN(C/C2=N\OC)c3ncc(s3)C=O)Cl)Cl,6/19/2006,0.0593,,,,NV,>3,,,,,
AZ1700,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)c4n(cc[n+]4C)C)Cl)Cl,6/19/2006,<0.00977,<0.00239,,,15.3,0.86,,,,,
AZ1701,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2n3ccnc3)c4nc5cccc(c5s4)C(=O)NOC)Cl)Cl,6/20/2006,<0.00977,<0.00496,0.5,0.9117,0.2,>3,,,,,
AZ1702,Cc1c(c(c([nH]1)C(=O)NC\2CCN(C/C2=N\OC)c3nc(c(s3)C(=O)OCC=C)C(=O)NCCOC)Cl)Cl,6/26/2006,0.0861,,4,6.809,,,,,,,
AZ1703,Cc1c(c(c([nH]1)C(=O)NC\2CCN(C/C2=N\OC)c3nc(c(s3)C(=O)O)C(=O)NCCOC)Cl)Cl,6/26/2006,<0.00977,,<0.063,<0.1151,0.4,1.42,,,,,
AZ1704,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2n3ccnc3)c4ncc(s4)C(=O)N)Cl)Cl,6/26/2006,0.0257,<0.0045,32,68.32,2.3,2.26,,,,,
AZ1705,Cc1cn(nn1)[C@H]2CN(CC[C@H]2NC(=O)c3c(c(c([nH]3)C)Cl)Cl)c4nc(c(s4)C(=O)O)C(=O)NCCOC,6/26/2006,<0.00977,<0.00237,8,13.66,3.3,NV,,,,,
AZ1706,Cc1cn(nn1)[C@H]2CN(CC[C@H]2NC(=O)c3c(c(c([nH]3)C)Cl)Cl)c4nc(c(s4)C(=O)O)C(=O)NC(COC)COC,6/26/2006,<0.00977,<0.00126,8,12.71,5.1,NV,,,,,
AZ1707,Cc1cn(nn1)[C@H]2CN(CC[C@H]2NC(=O)c3c(c(c([nH]3)C)Cl)Cl)c4nc(c(s4)C(=O)O)C(=O)NC(COC)(COC)COC,6/26/2006,<0.432,0.0363,2,2.969,4.7,0.94,,,,,
AZ1708,Cc1c(c(c([nH]1)C(=O)NC\2CCN(C/C2=N\OC)c3nc(c(s3)C(=O)OC)C(=O)NC)Cl)Cl,7/10/2006,0.0494,0.0216,4,7.731,,,,,,,
AZ1709,Cc1c(c(c([nH]1)C(=O)NC\2CCN(C/C2=N\OC)c3nc(c(s3)C(=O)O)C(=O)NC)Cl)Cl,7/10/2006,<0.00977,<0.00189,0.13,0.2106,0.8,>2.5,,,,,
AZ1710,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)OC)c4ccno4)Cl)Cl,7/10/2006,0.0249,0.0119,1,1.944,,,,,,,
AZ1711,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2F)c3nc(c(s3)C(=O)OC)c4ccno4)Cl)Cl,7/10/2006,0.0772,,2,3.981,,,,,,,
AZ1712,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2n3cc(nn3)CO)c4nc(c(s4)C(=O)O)C(=O)NCCOC)Cl)Cl,7/24/2006,<0.00977,0.00311,>64,>106.4,14.8,-0.42,,,,,
AZ1713,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2n3cc(nn3)CO)c4nc(c(s4)C(=O)O)C(=O)NC(COC)COC)Cl)Cl,7/24/2006,<0.00977,0.0057,>64,>99.14,14.05,-0.56,,,,,
AZ1714,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2n3ccnn3)c4nc5cccc(c5s4)C(=O)N)Cl)Cl,7/27/2006,<0.00977,<0.000681,0.13,0.2503,1,>3,,,,,
AZ1715,Cc1c(c(c([nH]1)C(=O)NC\2CCN(C/C2=N\OC)c3nc(c(s3)C(=O)O)c4nccn4COC)Cl)Cl,7/31/2006,<0.00977,0.00173,1,1.797,1.2,NV,,,,,
AZ1716,Cc1c(c(c([nH]1)C(=O)NC\2CCN(C/C2=N\OC)c3nc(c(s3)C(=O)O)c4[nH]ccn4)Cl)Cl,7/31/2006,<0.00977,<0.0024,4,7.807,0.2,>2.5,,,,,
AZ1717,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2n3cc(nn3)Br)c4nc(c(s4)C(=O)O)C(=O)NC(COC)COC)Cl)Cl,7/31/2006,<0.00977,<0.000681,1,1.44,2.4,0.65,,,,,
AZ1718,Cc1c(c(c([nH]1)C(=O)NC\2CCN(C/C2=N\OC)c3nc(c(s3)C(=O)O)C(=O)N)Cl)Cl,8/3/2006,<0.00977,<0.00303,1,1.956,0.9,NV,,,,,
AZ1719,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2n3cc(nn3)COC)c4nc(c(s4)C(=O)O)C(=O)NCCOC)Cl)Cl,8/7/2006,<0.00977,<0.00332,8,13,5.7,-0.15,,,,,
AZ1720,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2n3cc(nn3)COC)c4nc(c(s4)C(=O)O)C(=O)NC(COC)COC)Cl)Cl,8/7/2006,<0.00977,0.00389,2,3.032,9.8,NV,,,,,
AZ1721,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2n3cncn3)c4ncc(s4)C(=O)OC)Cl)Cl,8/9/2006,0.0334,0.0155,2,4.129,,>3,,,,,
AZ1722,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2n3cncn3)c4ncc(s4)C(=O)O)Cl)Cl,8/11/2006,0.00649,<0.00191,45.3,96.22,12.62,-1.113,,,,,
AZ1723,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)OC)c4ccn[nH]4)Cl)Cl,8/14/2006,<0.00977,0.00964,1,1.948,,,,,,,
AZ1724,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)c4ccn[nH]4)Cl)Cl,8/14/2006,<0.00977,<0.000681,0.5,1.001,NV,1.7,,,,,
AZ1725,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2F)c3nc(c(s3)C(=O)OC)c4ccn[nH]4)Cl)Cl,8/14/2006,0.00995,0.0115,1.41,2.821,,,,,,,
AZ1726,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2F)c3nc(c(s3)C(=O)O)c4ccn[nH]4)Cl)Cl,8/14/2006,<0.00977,<0.000681,0.354,0.7255,NV,1.56,,,,,
AZ1727,CCOC(=O)c1c(nc(s1)N2CC[C@H]([C@H](C2)n3cncn3)NC(=O)c4c(c(c([nH]4)C)Cl)Cl)C(=O)O,8/15/2006,<0.00977,<0.0026,>64,>118,,-0.79,,,,,
AZ1728,CCOC(=O)c1c(nc(s1)N2CC[C@H]([C@H](C2)n3cncn3)NC(=O)c4c(c(c([nH]4)C)Cl)Cl)C(=O)N[C@@H](C)COC,8/18/2006,0.0365,0.0533,16,26.08,,3.22,,,,,
AZ1729,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2n3cncn3)c4nc(c(s4)C(=O)O)C(=O)N[C@@H](C)COC)Cl)Cl,8/31/2006,<0.00977,<0.00252,8,13.66,,0.25,,,,,
AZ1730,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2n3cc(nn3)CF)c4nc(c(s4)C(=O)O)C(=O)NC(COC)COC)Cl)Cl,9/11/2006,<0.00977,0.233,8,10.5,5.5,-0.12,,,,,
AZ1731,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2n3cc(nn3)CC#N)c4nc(c(s4)C(=O)O)C(=O)NC(COC)COC)Cl)Cl,9/25/2006,<0.00977,0.00659,8,12.22,8.9,-0.48,,,,,
AZ1732,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)OC)c4nccn4CCOC)Cl)Cl,10/5/2006,<0.00977,0.0162,1,1.75,,,,,,,
AZ1733,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2F)c3nc(c(s3)C(=O)OC)c4nccn4CCOC)Cl)Cl,10/5/2006,0.0328,0.0299,2,3.575,,,,,,,
AZ1734,Cc1c(c(c([nH]1)C(=O)NC\2CCN(C/C2=N\OC)c3nc(c(s3)C(=O)OC)c4nccn4CCOC)Cl)Cl,10/5/2006,0.0755,,8,13.69,,,,,,,
AZ1735,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)c4nccn4CCOC)Cl)Cl,10/5/2006,<0.00977,<0.00211,<0.063,<0.113,2.7,>3,,,,,
AZ1736,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2F)c3nc(c(s3)C(=O)O)c4nccn4CCOC)Cl)Cl,10/5/2006,<0.00977,0.00378,0.13,0.2383,1,>3,,,,,
AZ1737,Cc1c(c(c([nH]1)C(=O)NC\2CCN(C/C2=N\OC)c3nc(c(s3)C(=O)O)c4nccn4CCOC)Cl)Cl,10/5/2006,<0.0103,0.00989,0.25,0.4382,0.9,>2.5,,,,,
AZ1738,CCOC(=O)c1c(nc(s1)N2CC[C@H]([C@H](C2)n3cc(nn3)C#N)NC(=O)c4c(c(c([nH]4)C)Cl)Cl)C(=O)NCCOC,10/9/2006,<0.00977,0.0164,2,3.202,1.3,1.43,,,,,
AZ1739,CCOC(=O)c1c(nc(s1)N2CC[C@H]([C@H](C2)OC)NC(=O)c3c(c(c([nH]3)C)Cl)Cl)C(=O)NC(COC)COC,10/12/2006,<0.00977,0.00894,1,1.649,,,,,,,
AZ1740,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)OC)c4ncnn4C)Cl)Cl,10/27/2006,<0.00977,0.0223,1,2.647,,,,,,,
AZ1741,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2F)c3nc(c(s3)C(=O)OC)c4ncnn4C)Cl)Cl,10/27/2006,<0.00977,0.0488,2,3.873,,,,,,,
AZ1742,Cc1c(c(c([nH]1)C(=O)NC\2CCN(C/C2=N\OC)c3nc(c(s3)C(=O)OC)c4ncnn4C)Cl)Cl,10/27/2006,0.0668,,8,14.78,,,,,,,
AZ1743,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)c4ncnn4C)Cl)Cl,10/27/2006,0.00133,0.00807,0.0404,0.1088,3.511,0.15,2.055,11.82,4.54,,
AZ1744,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2F)c3nc(c(s3)C(=O)O)c4ncnn4C)Cl)Cl,10/27/2006,<0.00977,0.129,0.13,0.2588,4.2,-0.02,,,,,
AZ1745,Cc1c(c(c([nH]1)C(=O)NC\2CCN(C/C2=N\OC)c3nc(c(s3)C(=O)O)c4ncnn4C)Cl)Cl,10/30/2006,<0.00977,>0.445,0.25,0.474,1.9,0.84,,,,,
AZ1746,Cc1c(c(c([nH]1)C(=O)NC2CCN(CC23OCC4(CC4)CO3)c5ncc(s5)C(=O)O)Cl)Cl,11/6/2006,<0.00977,0.00215,0.5,0.9972,1.2,0.88,,,,,
AZ1747,Cc1c(c(c([nH]1)C(=O)NC2CCN(CC23OCC(=C)CO3)c4ncc(s4)C(=O)O)Cl)Cl,11/6/2006,<0.00977,0.0158,1,2.052,0.6,0.82,,,,,
AZ1748,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2n3cnc(n3)Cl)c4ncc(s4)C(=O)OC)Cl)Cl,11/9/2006,0.0519,,2,3.855,,3.12,,,,,
AZ1749,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2n3cnc(n3)Cl)c4ncc(s4)C(=O)O)Cl)Cl,11/13/2006,<0.00977,0.0175,32,63.39,2.9,-0.11,,,,,
AZ1750,Cc1c(c(c([nH]1)C(=O)NC2CCN(CC23OCC(CO3)(C)C)c4ncc(s4)C(=O)OC)Cl)Cl,11/13/2006,0.155,,8,15.46,,,,,,,
AZ1751,Cc1c(c(c([nH]1)C(=O)NC2CCN(CC23OCC(CO3)(C)C)c4ncc(s4)C(=O)O)Cl)Cl,11/13/2006,<0.00977,0.543,0.5,0.9932,2,1.07,,,,,
AZ1752,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)OC)c4ncnn4C)Cl)C#N,11/22/2006,<0.00977,0.0783,4,7.707,<1,2.23,,,,,
AZ1753,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)OC)c4nccn4CCOC)Cl)C#N,11/22/2006,<0.00977,0.00932,4,7.117,<1,1.99,,,,,
AZ1754,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)c4ncnn4C)Cl)C#N,11/29/2006,<0.00977,0.00191,1,1.98,NV,-1.1,,,,,
AZ1755,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)c4nccn4CCOC)Cl)C#N,11/29/2006,<0.00977,0.00855,0.5,0.9124,6.4,1.16,,,,,
AZ1756,CCOC(=O)c1c(nc(s1)N2CC[C@H]([C@H](C2)OC)NC(=O)c3c(c(c([nH]3)C)Cl)Cl)c4ccccn4,12/4/2006,0.0586,0.0856,2,3.714,<1,3.36,,,,,
AZ1757,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)c4ccccn4)Cl)Cl,12/4/2006,<0.00977,0.113,<0.063,<0.1234,0.3,>2.5,,11.78,,,
AZ1758,Cc1c(cc([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)OC)c4ncnn4C)C#N,12/4/2006,0.102,,64,132.1,2.2,1.35,,,,,
AZ1759,Cc1c(cc([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)c4ncnn4C)C#N,12/4/2006,0.0374,0.0164,64,136,12.2,-1.62,,,,,
AZ1760,CCOC(=O)c1c(nc(s1)N2CC[C@H]([C@H](C2)F)NC(=O)c3c(c(c([nH]3)C)Cl)Cl)c4ccccn4,12/7/2006,0.0415,0.105,2,3.799,<1,>3,,,,,
AZ1761,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2F)c3nc(c(s3)C(=O)O)c4ccccn4)Cl)Cl,12/7/2006,<0.00977,0.0202,<0.063,<0.1264,0.3,2.92,,,,,
AZ1762,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)OC)c4nc(c(n4C)C)C)Cl)Cl,1/16/2007,0.0257,0.0205,2,3.601,<1,3.37,,,,,
AZ1763,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)c4nc(c(n4C)C)C)Cl)Cl,1/16/2007,<0.00977,0.00154,<0.063,<0.1164,<1,2.75,,,,,
AZ1764,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)OC)c4csc(n4)N)Cl)Cl,1/23/2007,<0.00977,0.00892,0.5,0.9166,,,,,,,
AZ1765,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)OC)c4csc(n4)NC)Cl)Cl,1/23/2007,<0.0112,0.0109,1,1.787,,,,,,,
AZ1766,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)OC)c4csc(n4)N(C)C)Cl)Cl,1/23/2007,0.0205,0.026,2,3.487,,,,,,,
AZ1767,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2F)c3nc(c(s3)C(=O)OC)c4csc(n4)N)Cl)Cl,1/23/2007,0.0147,0.0192,1,1.875,,,,,,,
AZ1768,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2F)c3nc(c(s3)C(=O)OC)c4csc(n4)NC)Cl)Cl,1/23/2007,0.026,0.0267,1,1.827,,,,,,,
AZ1769,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2F)c3nc(c(s3)C(=O)OC)c4csc(n4)N(C)C)Cl)Cl,1/23/2007,0.0204,0.0388,2,3.562,,,,,,,
AZ1770,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2F)c3nc(c(s3)C(=O)OC)c4nccn4C)Cl)Cl,1/23/2007,0.0224,0.0464,2,3.88,,,,,,,
AZ1771,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)c4csc(n4)N)Cl)Cl,1/24/2007,<0.00977,0.00116,<0.063,<0.1185,<1,3.02,,11.9,4.78,,
AZ1772,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)c4csc(n4)NC)Cl)Cl,1/24/2007,<0.00977,0.00152,1,1.833,<1,3.46,,,,,
AZ1773,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)c4csc(n4)N(C)C)Cl)Cl,1/24/2007,<0.00977,0.00273,0.5,0.8937,<1,0.88,,,,,
AZ1774,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2F)c3nc(c(s3)C(=O)O)c4csc(n4)N)Cl)Cl,1/24/2007,<0.00977,0.00243,0.13,0.2503,<0.3,>3,,,,,
AZ1775,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2F)c3nc(c(s3)C(=O)O)c4csc(n4)NC)Cl)Cl,1/24/2007,<0.00977,0.00403,0.25,0.4687,NV,3.11,,,,,
AZ1776,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2F)c3nc(c(s3)C(=O)O)c4csc(n4)N(C)C)Cl)Cl,1/24/2007,<0.00977,0.00731,0.25,0.4567,NV,NV,,,,,
AZ1777,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2F)c3nc(c(s3)C(=O)O)c4nccn4C)Cl)Cl,1/24/2007,<0.00977,0.00451,0.13,0.2593,1,2.76,,,,,
AZ1778,CCOC(=O)c1c(nc(s1)N2CC[C@H]([C@H](C2)OC)NC(=O)c3c(c(c([nH]3)C)Cl)Cl)c4ncccn4,1/26/2007,<0.00977,0.0164,1,1.854,,,,,,,
AZ1779,CCOC(=O)c1c(nc(s1)N2CC[C@H]([C@H](C2)OC)NC(=O)c3c(c(c([nH]3)C)Cl)Cl)c4ccncn4,1/26/2007,0.0153,0.0348,1,1.854,,,,,,,
AZ1780,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)OC)c4nccs4)Cl)Cl,1/26/2007,0.0174,0.0296,0.5,0.9426,,,,,,,
AZ1781,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)c4ncccn4)Cl)Cl,1/26/2007,0.00227,<0.00153,<0.0905,<0.1861,10.69,0.54,2.06,11.75,5.21,,11.82; 4.73
AZ1782,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)c4ccncn4)Cl)Cl,1/26/2007,<0.00977,<0.000681,<0.063,<0.1232,3.367,1.7,2.58,11.82,5.68,,
AZ1783,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)c4nccs4)Cl)Cl,1/26/2007,<0.00977,<0.00139,<0.063,<0.122,<1,3.63,2.21,11.86,,,
AZ1784,CCOC(=O)c1c(nc(s1)N2CC[C@H]([C@H](C2)F)NC(=O)c3c(c(c([nH]3)C)Cl)Cl)c4ncccn4,2/2/2007,0.0125,0.0157,2,3.792,<1,3.86,,,,,
AZ1785,CCOC(=O)c1c(nc(s1)N2CC[C@H]([C@H](C2)F)NC(=O)c3c(c(c([nH]3)C)Cl)Cl)c4ccncn4,2/2/2007,<0.00977,0.0192,1,1.896,<1,2.32,,,,,
AZ1786,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2F)c3nc(c(s3)C(=O)OC)c4nccs4)Cl)Cl,2/2/2007,0.0301,0.0222,2,3.858,<1,>3,,,,,
AZ1787,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2F)c3nc(c(s3)C(=O)O)c4ncccn4)Cl)Cl,2/2/2007,<0.00977,0.00279,0.397,0.7948,5.667,0.51,,,,,
AZ1788,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2F)c3nc(c(s3)C(=O)O)c4nccs4)Cl)Cl,2/2/2007,<0.00977,<0.000681,<0.063,<0.1249,<1,2.76,,,,,
AZ1789,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2F)c3nc(c(s3)C(=O)O)c4ccncn4)Cl)Cl,2/2/2007,<0.00977,<0.00142,0.0497,0.09963,4.875,0.97,,,,,
AZ1790,CCOC(=O)c1c(nc(s1)N2CC[C@H]([C@H](C2)OC)NC(=O)c3c(c(c([nH]3)C)Cl)Cl)c4cc(nc(n4)N(C)C)N(C)C,2/9/2007,0.108,0.0245,4,6.394,14.2,2.09,,,,,
